,Unnamed: 0,Name,City,Specialization,Waiting Time,Fees
213,213,Dr Kalin Kirkov,Majastres,Ophtalmologue,,
214,214,Dr Sylvie Argentero,Majastres,Ophtalmologue,,
215,215,Dr Edouard Fevrier,Majastres,Ophtalmologue,,
216,216,Dr Valérie Mary-Andreani,Majastres,Dermatologue et venerologue,,
217,217,Le Centre Hospitalier de la Dracénie,Majastres,Cardiologue,,
218,218,Dr Angelica CIAUSU,Majastres,Cardiologue,,
219,219,Dr Mustapha BENHAMOU,Majastres,Cardiologue,,
220,220,Dr Kaïs BOUHARBA,Majastres,Cardiologue,,
221,221,Dr Alexandre MALUSKI,Majastres,Cardiologue,,
222,222,Dr Philippe Longere,Majastres,Cardiologue,,
223,223,Le Centre Hospitalier de la Dracénie,Majastres,Rhumatologue,,
224,224,Dr Thierry BLANC,Aulan,Medecin generaliste,"['9', 'janvier']",
225,225,Dr Thierry BLANC,Aulan,Medecin generaliste,"['11', 'janvier']",
226,226,Dr Claire Garnier,Aulan,Medecin generaliste,"['12', 'janvier']",
227,227,Dr Maud Le Guillouzic,Aulan,Medecin generaliste,"['19', 'janvier']",
228,228,Dr Fanny CASANOVA,Aulan,Medecin generaliste,"['17', 'janvier']",
229,229,Cabinet de médecine générale de la maison de santé de Buis les Baronnies,Aulan,Medecin generaliste,"['12', 'janvier']",
230,230,Dr Catherine Verheyde,Aulan,Medecin generaliste,"['10', 'janvier']",
231,231,Dr Marie Agnès Rabenilalana,Aulan,Medecin generaliste,"['20', 'janvier']",
232,232,Dr Oxana MATVEEV,Aulan,Medecin generaliste,"['10', 'janvier']",
233,233,Dr Sandrine EMPHOUX,Aulan,Medecin generaliste,"['25', 'janvier']",
234,234,Dr Jean-Louis GUBERT,Aulan,Medecin generaliste,"['12', 'janvier']",
235,235,Dr Laëtitia TOVENA,Aulan,Medecin generaliste,"['9', 'janvier']",
236,236,Dr Bénédicte Michau,Aulan,Medecin generaliste,"['12', 'janvier']",
237,237,Dr Claire PICATTO,Aulan,Medecin generaliste,"['9', 'janvier']",
238,238,Dr Sandrine BEUDON,Aulan,Medecin generaliste,"['11', 'janvier']",
239,239,Dr Dominique Petit,Aulan,Medecin generaliste,"['31', 'janvier']",
240,240,Dr Damien GARAVEL,Aulan,Medecin generaliste,,
241,241,Dr Valérie OLMOS-PASQUINI,Aulan,Medecin generaliste,,
242,242,Pharmacie de la Fontaine - Laragne-Montéglin,Aulan,Medecin generaliste,ven. 6 janv. 09:00,
243,243,Dr Alisa Basescu,Aulan,Medecin generaliste,"['16', 'février']",
244,244,Christine MARTRE,Aulan,Chirurgien-dentiste,"['2', 'février']",
245,245,Dr Nicolas GRYMONPREZ,Aulan,Chirurgien-dentiste,,
246,246,Centre dentaire de Carpentras Croisières,Aulan,Chirurgien-dentiste,,
247,247,AESIO Santé,Aulan,Chirurgien-dentiste,,
248,248,Dr Bruno COGNE,Aulan,Chirurgien-dentiste,,
249,249,Dr Nasser BELHADI,Aulan,Chirurgien-dentiste,,
250,250,Dr Stéphanie Bordat,Aulan,Chirurgien-dentiste,,
251,251,Dr Doina KOVACS,Aulan,Chirurgien-dentiste,,
252,252,Dr Jean-Michel RATINAUD,Aulan,Chirurgien-dentiste,,
253,253,Dr Severine JUERY,Aulan,Chirurgien-dentiste,,
254,254,Centre Dentaire Dentifree - Avignon,Aulan,Chirurgien-dentiste,,
255,255,Dr Jurate DUTTO,Aulan,Ophtalmologue,"['23', 'janvier']",
256,256,Dr Alexandre Philiponnet,Aulan,Ophtalmologue,"['2', 'mars']",
257,257,Dr Mathieu MEILLAT,Aulan,Ophtalmologue,"['20', 'avril']",
258,258,Dr Elodie COUDERC,Aulan,Dermatologue et venerologue,,
259,259,Dr Philippe Guez,Aulan,Cardiologue,"['5', 'juillet']",
260,260,Dr May HEURTIN,Aulan,Cardiologue,,Conventionné secteur 1
261,261,Dr Dominique MELLIN,Aulan,Cardiologue,,30
262,262,Dr Sylvie FRIESS,Aulan,Rhumatologue,,30
263,263,Dr David HERCELIN,Aulan,Rhumatologue,,70
264,264,Dr Sarah PAYET,Aulan,Rhumatologue,,47
265,265,Dr Audrey LECOQ,Rouen,Medecin generaliste,"['12', 'janvier']",25
266,266,Dr Charles IMMATH,Rouen,Medecin generaliste,"['12', 'janvier']",25
267,267,Dr Stéphanie Gueret,Rouen,Medecin generaliste,"['10', 'janvier']",40
268,268,Dr Catherine Herpin,Rouen,Medecin generaliste,"['10', 'janvier']",25
269,269,SoMeD Rouen,Rouen,Medecin generaliste,"['10', 'janvier']",Établissement conventionné
270,270,Centre Mediksanté Rouen,Rouen,Medecin generaliste,"['9', 'janvier']","MedikSanté
29 Rue du Général Leclerc, 76000 Rouen"
271,271,Myriam MEBARKI,Rouen,Medecin generaliste,"['16', 'janvier']",Conventionné secteur 1
272,272,Dr Bruno CAULIEZ,Rouen,Medecin generaliste,"['10', 'janvier']",25
273,273,Dr Marianne LAINÉ,Rouen,Medecin generaliste,"['13', 'janvier']",25
274,274,Dr Laurence Casimir,Rouen,Medecin generaliste,ven. 6 janv. 11:00,25
275,275,Pharmacie des Faienciers,Rouen,Medecin generaliste,"['9', 'janvier']","Pharmacie des Faïenciers
50 Avenue de Caen, 76100 Rouen"
276,276,Dr Inès Lataoui Maatoug,Rouen,Medecin generaliste,"['10', 'janvier']",25
277,277,Dr Carine DESMARS,Rouen,Medecin generaliste,"['17', 'janvier']",25
278,278,Dr Marie LANCESSEUR - RIMBERT,Rouen,Medecin generaliste,"['10', 'janvier']",25
279,279,Dr Bénédicte GRATIEN,Rouen,Medecin generaliste,"['19', 'janvier']",25
280,280,Maison de Santé Saint-Eloi,Rouen,Medecin generaliste,"['10', 'janvier']","Maison de Santé Saint-Eloi
5 Rue Herbière, 76000 Rouen"
281,281,Dr Francoise GRELIER,Rouen,Medecin generaliste,,25
282,282,Dr Marie-Sophie Raboulin,Rouen,Medecin generaliste,,25
283,283,Dr Aude LE FLOCH,Rouen,Medecin generaliste,,25
284,284,Dr Thomas Bories,Rouen,Medecin generaliste,,25
285,285,Dr Delphine SECRET POULIQUEN,Rouen,Medecin generaliste,,25
286,286,Dr Thibault COURTOIS,Rouen,Medecin generaliste,,25
287,287,Dr Lukasz Jablonski,Rouen,Medecin generaliste,,95
288,288,Dr Marie RADIGUET,Rouen,Medecin generaliste,,25
289,289,Dr Lilian PUECH,Rouen,Medecin generaliste,,25
290,290,Dr Aurélie CACHELEUX,Rouen,Medecin generaliste,,25
291,291,Dr Dominique MARIE,Rouen,Medecin generaliste,,Conventionné secteur 1
292,292,Dr Frédéric GORIA,Rouen,Medecin generaliste,,25
293,293,Dr Justine DUPUIS,Rouen,Medecin generaliste,,25
294,294,Dr Laetitia BOURDON,Rouen,Medecin generaliste,,25
295,295,Dr Delphine BEAUGRAND,Rouen,Medecin generaliste,,25
296,296,Dr Peggy Damioli,Rouen,Medecin generaliste,,25
297,297,Dr Agnès REDONNET,Rouen,Medecin generaliste,,25
298,298,Dr Caroline HARTOUT,Rouen,Medecin generaliste,,25
299,299,Dr Nathalie BOURGEAIS,Rouen,Medecin generaliste,,25
300,300,Dr Guillaume RONCEREL,Rouen,Medecin generaliste,,25
301,301,Dr Marguerite Robert de St Vincent,Rouen,Medecin generaliste,,25
302,302,Dr Lucie Pollin,Rouen,Medecin generaliste,,25
303,303,Dr Angèle Polet,Rouen,Medecin generaliste,,25
304,304,Dr Denis Prudhomme,Rouen,Medecin generaliste,,25
305,305,Dr Delphine SECRET POULIQUEN,Rouen,Medecin generaliste,,25
306,306,Dr Thibault COURTOIS,Rouen,Medecin generaliste,,25
307,307,Dr Lukasz Jablonski,Rouen,Medecin generaliste,,95
308,308,Dr Marie RADIGUET,Rouen,Medecin generaliste,,25
309,309,Dr Lilian PUECH,Rouen,Medecin generaliste,,25
310,310,Dr Aurélie CACHELEUX,Rouen,Medecin generaliste,,25
311,311,Dr Dominique MARIE,Rouen,Medecin generaliste,,Conventionné secteur 1
312,312,Dr Frédéric GORIA,Rouen,Medecin generaliste,,25
313,313,Dr Justine DUPUIS,Rouen,Medecin generaliste,,25
314,314,Dr Laetitia BOURDON,Rouen,Medecin generaliste,,25
315,315,Dr Delphine BEAUGRAND,Rouen,Medecin generaliste,,25
316,316,Dr Peggy Damioli,Rouen,Medecin generaliste,,25
317,317,Dr Agnès REDONNET,Rouen,Medecin generaliste,,25
318,318,Dr Caroline HARTOUT,Rouen,Medecin generaliste,,25
319,319,Dr Nathalie BOURGEAIS,Rouen,Medecin generaliste,,25
320,320,Dr Guillaume RONCEREL,Rouen,Medecin generaliste,,25
321,321,Dr Marguerite Robert de St Vincent,Rouen,Medecin generaliste,,25
322,322,Dr Lucie Pollin,Rouen,Medecin generaliste,,25
323,323,Dr Angèle Polet,Rouen,Medecin generaliste,,25
324,324,Dr Denis Prudhomme,Rouen,Medecin generaliste,,25
325,325,Dr Eddie CHANE,Rouen,Medecin generaliste,,25
326,326,Dr Gaelle Guilbault,Rouen,Medecin generaliste,,25
327,327,Dr Gaëlle JOLIBOIS,Rouen,Medecin generaliste,,25
328,328,Dr Cécile PERROT,Rouen,Medecin generaliste,,25
329,329,Dr Alexandre Conseil,Rouen,Medecin generaliste,,25
330,330,Dr Clement PAILLOUX,Rouen,Medecin generaliste,,25
331,331,Dr Amélie Bessout,Rouen,Medecin generaliste,,25
332,332,Dr Caroline Fontaine,Rouen,Medecin generaliste,,30
333,333,Dr Anne QUATREMARE,Rouen,Medecin generaliste,,25
334,334,Dr Loïc BOSSER,Rouen,Medecin generaliste,,25
335,335,Dr Pascal PILLU,Rouen,Medecin generaliste,,Conventionné secteur 1
336,336,Dr Olpha BALAAZI,Rouen,Medecin generaliste,,25
337,337,Dr Mehmet AVCI,Rouen,Medecin generaliste,,25
338,338,Dr Clara Duclos Cadinot,Rouen,Medecin generaliste,,25
339,339,Dr Lucie BEHAGUE,Rouen,Medecin generaliste,,25
340,340,Dr Francois MORELLE,Rouen,Medecin generaliste,,25
341,341,Dr Fabrice Duval,Rouen,Medecin generaliste,,25
342,342,Dr Paul Ho,Rouen,Medecin generaliste,,60
343,343,Dr Sophie AZAMBOURG,Rouen,Medecin generaliste,,25
344,344,Dr Nathalie BOGLIOLO,Rouen,Medecin generaliste,,25
345,345,Dr Cezar MUNTEANU,Rouen,Chirurgien-dentiste,,23
346,346,Thibaut REVEL,Rouen,Chirurgien-dentiste,,23
347,347,Jerome BAISSAS,Rouen,Chirurgien-dentiste,,23
